Ticket_ID,Assigned To Group,Submitter,Classification,Component,Priority,Status,Creation Date,Modification Date,History_StartDate,Comment,Details,Short Description,LOG Diary,Ticket_Typ,Att_Attachment1,Att_Attachment2,Att_Attachment3,Att_Attachment4,Att_Attachment5,External
12345678,START_PM_TBK,strobal,PROBLEM_ADMINISTRATION/CONFIGURATION,MRS_APPLICATION_TBK,2,Assigned,15.12.2015 08:46:15,15.12.2015 08:47:04,15.12.2015 08:47:03,,"Im TBK 25.0 befindet sich in der PBL_AdminBean ab Zeile 438 der folgende Codeblock:         // Bereich zum Auslesen der Datenbank Eigenschaften                 try {                     // JDBC-Connection mit PPDatabaseManager herstellen                     DatabaseMetaData dbMetaData = daoService.getConnection().getMetaData();                     systemInfo.put(""DB Name"", dbMetaData.getDatabaseProductName());                     systemInfo.put(""DB Version"", dbMetaData.getDatabaseProductVersion());                     systemInfo.put(""DB Driver Name"", dbMetaData.getDriverName());                     systemInfo.put(""DB Driver Version"", dbMetaData.getDriverVersion());         // jdbcConnect.close();                 }                 catch (Exception e) {                     systemInfo.put(""DB Name"", noInfo);                     systemInfo.put(""DB Version"", noInfo);                     systemInfo.put(""DB Driver Name"", noInfo);                     systemInfo.put(""DB Driver Version"", noInfo);                      log(new PBL_TechnicalException(new PBL_Message(new PBL_MessageCode(""PFW"", ""050001""), ""DB""), e));                 }  Dieser Codeblock wurde im TBK 25.0 geändert. Nun wird eine Connection geholt, die aber nicht wieder geschlossen wird. In der Vorversion (TBK 24.1) wurde die Connection geschlossen. Ist das nicht ein Problem? Weiterhin gehört das Schließen der Connection doch in einen finally-Block.  Bitte noch im TBK 25.0 korrigieren.",[ALL][I][MRS.TBK] - (Schließen der DB-Connection im PBL_AdminBean),"strobal 15.12.2015 08:46:15  Details: Im TBK 25.0 befindet sich in der PBL_AdminBean ab Zeile 438 der folgende Codeblock:         // Bereich zum Auslesen der Datenbank Eigenschaften                 try {                     // JDBC-Connection mit PPDatabaseManager herstellen                     DatabaseMetaData dbMetaData = daoService.getConnection().getMetaData();                     systemInfo.put(""DB Name"", dbMetaData.getDatabaseProductName());                     systemInfo.put(""DB Version"", dbMetaData.getDatabaseProductVersion());                     systemInfo.put(""DB Driver Name"", dbMetaData.getDriverName());                     systemInfo.put(""DB Driver Version"", dbMetaData.getDriverVersion());         // jdbcConnect.close();                 }                 catch (Exception e) {                     systemInfo.put(""DB Name"", noInfo);                     systemInfo.put(""DB Version"", noInfo);                     systemInfo.put(""DB Driver Name"", noInfo);                     systemInfo.put(""DB Driver Version"", noInfo);                      log(new PBL_TechnicalException(new PBL_Message(new PBL_MessageCode(""PFW"", ""050001""), ""DB""), e));                 }  Dieser Codeblock wurde im TBK 25.0 geändert. Nun wird eine Connection geholt, die aber nicht wieder geschlossen wird. In der Vorversion (TBK 24.1) wurde die Connection geschlossen. Ist das nicht ein Problem? Weiterhin gehört das Schließen der Connection doch in einen finally-Block.  Bitte noch im TBK 25.0 korrigieren.    ",Problem,,,,,,
