Ticket_ID,Assigned To Group,Submitter,Classification,Component,Priority,Status,Creation Date,Modification Date,History_StartDate,Comment,Details,Short Description,LOG Diary,Ticket_Typ,Att_Attachment1,Att_Attachment2,Att_Attachment3,Att_Attachment4,Att_Attachment5,External
1234567890,START_PRV_INQUIRY,ammampp6,PROBLEM_OTHERS,START_GENERAL,1,Closed,08.07.2015 08:32:21,20.07.2015 12:38:17,20.07.2015 12:37:39,,"Navigationspfad: … Art des Fehlers: Daten / Funktionalität / Darstellung Beschreibung: 1. Wie ist der realisierte Stand (Istzustand)? Nach Behebung der Schnittstellenprobleme mit SQMS fehlen auf start-Seite noch SQMS-Informationen für verschiedene SNRs, deren Telegramme während der Probleme nicht ignoriert wurden. Siehe Liste im Anhang. 2. Was habe ich erwartet (Sollzustand)? Könnten Sie für diese SNRs bitte eine Urladungsanforderung für alle Bemusterungsdaten mit dem SQMSSNUR schicken? Liste mit SNRs befindet sich im Anhang.",Test Ticket,"sgampp6 20.07.2015 12:38:17  Anfrage war erfolgreich, ticket kann geschlossen werden.    abauma1 20.07.2015 11:41:59  die SQMSSNUR Telegramme wurden verarbeitet und an das System SQMS geschickt    sgampp6 08.07.2015 08:32:21  Ausführungszeitpunkt (Datum und Uhrzeit): … Könnten SST-Läufe / Batches Ursache für den Fehler sein? … UserID: … Verwendete Daten: …  Details: Navigationspfad: … Art des Fehlers: Daten / Funktionalität / Darstellung Beschreibung: 1. Wie ist der realisierte Stand (Istzustand)? Nach Behebung der Schnittstellenprobleme mit SQMS fehlen auf start-Seite noch SQMS-Informationen für verschiedene SNRs, deren Telegramme während der Probleme nicht ignoriert wurden. Siehe Liste im Anhang. 2. Was habe ich erwartet (Sollzustand)? Könnten Sie für diese SNRs bitte eine Urladungsanforderung für alle Bemusterungsdaten mit dem SQMSSNUR schicken? Liste mit SNRs befindet sich im Anhang.    ",Problem,2015_07_08-Nachforderungen mit SQMSSNUR.xlsx,Nachforderung fehlender Bemusterungsergebnisse.pdf,,,,Rel. 15.1.19.01
