Ticket_ID,Assigned To Group,Submitter,Classification,Component,Priority,Status,Creation Date,Modification Date,History_StartDate,Comment,Details,Short Description,LOG Diary,Ticket_Typ,Att_Attachment1,Att_Attachment2,Att_Attachment3,Att_Attachment4,Att_Attachment5,External
123456789,START_PM_TBK,bbstrobal,DEVELOPMENT,MRS_APPLICATION_TBK,5,Assigned,19.10.2015 08:49:17,19.10.2015 13:38:53,19.10.2015 13:38:49,,"Im TBK 24.1 haben wir über das Ticket 26989608 eine Änderung im Connection-Handling des PrintAdapters vorgenommen. Die Änderungen wurde uns von den Kollegen der Druck-Infrastruktur (DocuFrom Mercury) vorgegeben.   Nun hat sich aber gezeigt, dass die Änderung leider viel größere Probleme verursacht. Laut aktuellem Stand die Ursache allerdings auf der Seite von Mercury vermutet. Nichtsdestotrotz hat uns das veranlasst, den PrintAdapter aus TBK 24.0  (also vor der Änderung) einzusetzen. Wir haben das bereits getestet.   Daher ist es wichtig, dass im TBK 24.1 und im TBK 25.0 der PrintAdapter des TBK 24.0 als reguläre Komponente ausgeliefert wird.   Daher bitte die rückgebaute Komponente im TBK 24.1 und 25.0 ausliefern.",Test Ticket:[ALL][P][MRS.TBK] - (PrintAdapter des TBK 24.0 in TBK 24.1 und 25.0 ausliefern),"strobal 19.10.2015 08:49:17  Details: Im TBK 24.1 haben wir über das Ticket 26989608 eine Änderung im Connection-Handling des PrintAdapters vorgenommen. Die Änderungenwurde uns von den Kollegen der Druck-Infrastruktur (DocuFrom Mercury) vorgegeben.   Nun hat sich aber gezeigt, dass die Änderung leider viel größere Probleme verursacht. Laut aktuellem Stand die Ursache allerdings auf der Seite von Mercury vermutet. Nichtsdestotrotz hat uns das veranlasst, den PrintAdapter aus TBK 24.0  (also vor der Änderung) einzusetzen. Wir haben das bereits getestet.   Daher ist es wichtig, dass im TBK 24.1 und im TBK 25.0 der PrintAdapter des TBK 24.0 als reguläre Komponente ausgeliefert wird.   Daher bitte die rückgebaute Komponente im TBK 24.1 und 25.0 ausliefern. .",Change,,,,,,
778994455,START_PM_TBK,bbstrobal,DEVELOPMENT,MRS_APPLICATION_TBK,5,Assigned,19.10.2015 08:49:17,19.10.2015 13:38:53,19.10.2015 13:38:49,,"Im TBK 24.1 haben wir über das Ticket 26989608 eine Änderung im Connection-Handling des PrintAdapters vorgenommen. Die Änderungen wurde uns von den Kollegen der Druck-Infrastruktur (DocuFrom Mercury) vorgegeben.   Nun hat sich aber gezeigt, dass die Änderung leider viel größere Probleme verursacht. Laut aktuellem Stand die Ursache allerdings auf der Seite von Mercury vermutet. Nichtsdestotrotz hat uns das veranlasst, den PrintAdapter aus TBK 24.0  (also vor der Änderung) einzusetzen. Wir haben das bereits getestet.   Daher ist es wichtig, dass im TBK 24.1 und im TBK 25.0 der PrintAdapter des TBK 24.0 als reguläre Komponente ausgeliefert wird.   Daher bitte die rückgebaute Komponente im TBK 24.1 und 25.0 ausliefern.",Test Ticket:,"strobal 19.10.2015 08:49:17  Details: Im TBK 24.1 haben wir über das Ticket 26989608 eine Änderung im Connection-Handling des PrintAdapters vorgenommen. Die Änderungenwurde uns von den Kollegen der Druck-Infrastruktur (DocuFrom Mercury) vorgegeben.   Nun hat sich aber gezeigt, dass die Änderung leider viel größere Probleme verursacht. Laut aktuellem Stand die Ursache allerdings auf der Seite von Mercury vermutet. Nichtsdestotrotz hat uns das veranlasst, den PrintAdapter aus TBK 24.0  (also vor der Änderung) einzusetzen. Wir haben das bereits getestet.   Daher ist es wichtig, dass im TBK 24.1 und im TBK 25.0 der PrintAdapter des TBK 24.0 als reguläre Komponente ausgeliefert wird.   Daher bitte die rückgebaute Komponente im TBK 24.1 und 25.0 ausliefern. .",Change,,,,,,
